Id,Price (EUR),Transmission,Number of Gears,Body Type,Number of seats,Drive wheel,Fuel Type,Number of Cylinders,Volume of engine,Power,Max Torque,Top Speed,Acceleration to 100km/h,Combined consumption l/100km
37160,7258,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,956,42,63,137.0,NaN,6.0
37172,7998,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,1108,46,76,143.0,16.0,6.1
37187,6421,4 speed manual transmission,4,"5-doors, hatchback",4,front,gasoline,4,845,36,56,120.0,NaN,NaN
37191,8120,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,1108,47,79,143.0,16.0,5.5
37198,8679,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,1108,46,76,143.0,16.0,6.1
37210,35000,6 speed manual transmission,6,"3-doors, mpv",5,front,gasoline,4,1998,165,250,202.0,9.7,9.2
37220,10435,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1171,60,85,155.0,15.2,6.2
37236,10435,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1239,54,90,150.0,14.5,6.4
37258,9073,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1149,60,93,160.0,13.5,6.3
37272,10662,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1149,60,93,160.0,15.0,6.2
37299,12395,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1149,60,93,158.0,15.0,6.0
37331,12695,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1149,60,93,158.0,15.0,6.0
37404,12615,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1149,65,105,157.0,14.9,5.9
37474,14290,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1149,75,105,167.0,13.4,5.6
37515,10873,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1171,60,85,155.0,15.2,6.2
37527,10886,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1239,54,90,150.0,14.5,6.4
37546,9507,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1149,60,93,160.0,13.5,6.3
37557,11115,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1149,60,93,160.0,15.0,6.2
37580,12895,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1149,60,93,158.0,15.0,6.0
37610,13195,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1149,60,93,158.0,15.0,6.0
37681,13215,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1149,65,105,157.0,14.9,5.9
37748,14890,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1149,75,105,167.0,13.4,5.6
37787,15915,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1149,75,105,167.0,13.6,5.9
37792,16290,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1149,75,105,167.0,13.6,5.6
37829,21623,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1995,110,160,175.0,11.9,9.0
37834,23131,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1995,101,158,170.0,12.6,8.5
37844,26716,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,2165,110,170,175.0,12.9,9.7
37853,26592,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,2165,110,170,175.0,12.9,9.7
37866,26998,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1998,115,168,175.0,13.7,9.7
37887,30590,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1998,140,188,185.0,11.6,8.9
37902,34250,6 speed manual transmission,6,"5-doors, mpv",5,front,gasoline,4,1998,140,191,185.0,12.5,9.4
37951,35485,6 speed manual transmission,6,"5-doors, mpv",5,front,gasoline,4,1998,140,191,185.0,12.5,9.4
37990,39990,6 speed manual transmission,6,"5-doors, mpv",NaN,front,gasoline,4,1998,170,270,205.0,9.7,8.8
46750,5897,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,2,665,37,54,130.0,20.7,NaN
46754,5443,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,2,665,37,54,125.0,NaN,NaN
46756,6623,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,2,665,37,54,130.0,20.7,NaN
46758,41995,6 speed manual transmission,6,"5-doors, station wagon",5,front+rear,gasoline,4,2457,167,229,201.0,9.6,8.6
46768,35080,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,4,2457,165,226,198.0,9.8,8.5
46775,36265,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,4,2457,165,226,198.0,9.8,8.9
46791,53090,4 speed automatic,4,"3-doors, coup&eacute;",5,front+rear,gasoline,6,3319,230,309,235.0,8.6,10.3
46792,17775,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,4,1329,99,125,170.0,NaN,5.5
46802,57240,5 speed automatic,5,"5-doors, suv/crossover",5,front+rear,gasoline,6,2999,245,297,195.0,9.7,12.3
46805,72995,5 speed automatic,5,"5-doors, suv/crossover",5,front+rear,gasoline,6,3630,258,350,207.0,8.9,11.6
46807,7712,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,658,44,53,138.0,16.0,6.3
46811,8211,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,658,44,53,138.0,16.0,6.2
46814,69995,6 speed manual transmission,6,"5-doors, hatchback",5,front+rear,gasoline,4,2457,300,407,250.0,5.2,10.3
46816,70995,6 speed manual transmission,6,"4-doors, sedan",5,front+rear,gasoline,4,2457,300,407,250.0,5.2,10.3
46829,4537,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,3,796,40,59,125.0,21.9,6.8
46830,4672,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,3,796,40,59,125.0,21.9,6.8
46834,5352,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,3,796,39,59,130.0,21.0,6.4
46837,6441,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,3,796,39,59,130.0,21.0,6.4
46842,7258,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,993,54,73,150.0,15.5,5.4
46853,6999,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,993,58,78,150.0,NaN,5.4
46857,4991,4 speed manual transmission,4,"4-doors, hatchback",5,front,gasoline,3,796,40,59,125.0,21.9,6.8
46858,5670,4 speed manual transmission,4,"4-doors, hatchback",5,front,gasoline,3,796,40,59,125.0,21.9,6.8
46860,5897,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,3,796,39,59,130.0,21.0,6.4
46862,7077,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,3,796,39,59,130.0,21.0,6.4
46870,8257,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,993,54,73,150.0,15.5,5.4
46879,6999,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,993,58,78,150.0,NaN,5.4
46883,7999,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1081,63,85,155.0,14.8,4.9
46889,7999,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,996,68,90,155.0,14.0,4.4
46904,12250,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1298,85,103,170.0,NaN,6.6
46920,12932,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1590,96,134,175.0,11.2,7.3
46921,13157,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1298,85,103,170.0,NaN,6.6
46933,12930,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1298,85,103,170.0,NaN,6.6
46939,13159,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1298,85,103,160.0,12.5,6.6
46947,14519,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1590,99,127,175.0,NaN,7.4
46953,14065,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1298,85,103,160.0,NaN,6.5
46958,14065,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1298,85,103,160.0,12.5,6.9
46968,22216,5 speed manual transmission,5,"3-doors, suv/crossover",4,front+rear,gasoline,4,1586,106,145,160.0,14.4,8.7
46974,22816,5 speed manual transmission,5,"3-doors, suv/crossover",4,front+rear,gasoline,4,1586,106,145,160.0,14.4,8.2
46984,32599,5 speed manual transmission,5,"3-doors, suv/crossover",4,front+rear,gasoline,4,1586,106,145,160.0,14.4,8.2
46985,19199,5 speed manual transmission,5,"3-doors, suv/crossover",4,front+rear,gasoline,4,1590,94,138,150.0,NaN,8.0
46988,18151,5 speed manual transmission,5,"3-doors, suv/crossover",4,front+rear,gasoline,4,1590,94,138,150.0,NaN,8.0
46995,25799,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,4,1995,128,174,160.0,NaN,9.3
47004,25163,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,4,1995,140,183,175.0,12.5,9.1
47016,28755,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,4,1995,140,183,175.0,12.5,8.4
47027,36999,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,4,2393,169,227,185.0,11.7,9.0
47030,36299,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,6,2736,173,231,175.0,NaN,10.8
47032,36799,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,6,2736,173,231,175.0,NaN,10.8
47035,11499,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1328,83,110,160.0,11.4,6.4
114261,30295,6 speed manual transmission,6,"5-doors, van",2,front,gasoline,4,2359,192,242,190.0,10.0,8.9
163508,24095,6 speed manual transmission,6,"5-doors, van",2,front+rear,gasoline,4,1987,151,195,185.0,9.9,7.2
163231,17650,5 speed manual transmission,5,"2-doors, van",2,front,diesel,4,1560,90,180,145.0,NaN,6.7
111723,11850,5 speed manual transmission,5,"3-doors, van",2,front,gasoline,3,995,100,170,NaN,NaN,5.6
127667,19700,6 speed manual transmission,6,"4-doors, van",NaN,rear,diesel,4,2143,95,250,NaN,NaN,7.6
127666,33485,7 speed automatic,7,"4-doors, double cabin",NaN,rear,diesel,4,2143,129,305,NaN,NaN,7.0
150331,18590,6 speed manual transmission,6,"5-doors, van",2,front,diesel,4,1461,110,260,190.0,12.4,3.4
118684,42800,8 speed automatic,8,"5-doors, van",2,front+rear,diesel,6,2993,211,520,180.0,10.7,7.8
163043,36950,6 speed manual transmission,6,"3-doors, van",2,front+rear,diesel,4,2755,177,450,175.0,NaN,8.1
163049,40395,6 speed automatic,6,"5-doors, van",2,front+rear,diesel,4,2755,177,450,175.0,NaN,7.5
163803,16695,6 speed manual transmission,6,"5-doors, van",2,front,gasoline,4,1598,132,160,185.0,11.7,6.6
111556,21175,6 speed manual transmission,6,"4-doors, van",3,front,diesel,4,2198,100,310,NaN,NaN,7.2
111784,9850,5 speed manual transmission,5,"3-doors, van",2,front,gasoline,3,995,100,170,NaN,NaN,5.4
114752,29030,6 speed manual transmission,6,"4-doors, van",3,front,diesel,4,2287,106,270,NaN,NaN,7.2
102741,18990,6 speed manual transmission,6,"4-doors, van",3,front,diesel,4,2198,110,250,140.0,NaN,6.8
140376,17995,6 speed manual transmission,6,"4-doors, van",3,front,diesel,4,1598,90,260,153.0,15.9,6.5
148461,19990,6 speed manual transmission,6,"4-doors, van",3,front,diesel,4,2298,110,285,134.0,NaN,7.9
151056,16990,6 speed manual transmission,6,"4-doors, van",3,front,diesel,4,1598,90,260,153.0,15.9,6.5
138051,20495,6 speed manual transmission,6,"4-doors, van",3,front,diesel,4,2298,110,285,NaN,NaN,NaN
144803,19900,6 speed manual transmission,6,"4-doors, van",3,front,diesel,4,2198,110,250,145.0,NaN,6.8
105720,18550,5 speed manual transmission,5,"4-doors, van",3,front,diesel,4,1956,115,280,148.0,NaN,6.3
128399,16990,6 speed manual transmission,6,"4-doors, van",NaN,front,diesel,4,1598,88,230,NaN,NaN,6.2
131419,21135,6 speed manual transmission,6,"4-doors, van",3,front,diesel,4,2299,110,285,134.0,NaN,7.9
105524,9500,5 speed manual transmission,5,"4-doors, van",2,front,gasoline,4,1368,95,127,161.0,15.4,7.2
100807,13500,5 speed manual transmission,5,"5-doors, van",2,front,diesel,4,1560,75,185,152.0,16.6,5.2
145182,12150,5 speed manual transmission,5,"3-doors, van",2,front,gasoline,4,1598,98,152,174.0,12.1,6.5
164785,14700,5 speed manual transmission,5,"4-doors, van",2,front,gasoline,4,1197,84,160,157.0,NaN,5.6
159620,18040,6 speed manual transmission,6,"5-doors, van",2,front,gasoline,4,1998,150,197,163.0,12.2,7.5
171402,17900,5 speed manual transmission,5,"4-doors, van",2,front,diesel,4,1968,84,220,146.0,NaN,6.7
115881,34229,9 speed automatic,9,"5-doors, van",2,front+rear,gasoline,6,3239,272,315,180.0,8.4,10.0
116044,52682,8 speed automatic,8,"5-doors, van",2,front+rear,gasoline,6,3604,286,347,206.0,8.3,10.4
116099,16402,5 speed manual transmission,5,"5-doors, van",2,front,gasoline,4,1598,110,152,177.0,11.8,6.0
110818,25100,6 speed manual transmission,6,"4-doors, pick-up",2,front+rear,diesel,4,2198,160,385,175.0,11.8,6.5
131222,26185,6 speed manual transmission,6,"2-doors, pick-up",2,front+rear,diesel,4,2298,160,403,172.0,12.0,6.4
163528,22950,6 speed manual transmission,6,"5-doors, van",2,front+rear,gasoline,4,1987,152,195,185.0,9.9,6.7
102917,17000,5 speed manual transmission,5,"4-doors, van",NaN,front,diesel,4,1560,90,210,145.0,NaN,5.5
145022,17000,5 speed manual transmission,5,"4-doors, van",NaN,front,diesel,4,1560,95,210,145.0,14.7,5.5
162923,18895,6 speed manual transmission,6,"2-doors, pick-up",2,rear,diesel,4,2393,150,400,175.0,13.2,6.8
131205,28550,6 speed manual transmission,6,"4-doors, pick-up",5,front+rear,diesel,4,2298,160,403,172.0,12.0,6.4
105932,7250,5 speed manual transmission,5,"3-doors, van",2,front,gasoline,4,1360,77,115,157.0,NaN,6.9
106822,18250,6 speed manual transmission,6,"4-doors, van",NaN,front,diesel,4,1598,95,260,154.0,NaN,6.5
118805,37960,9 speed automatic,9,"5-doors, van",2,front+rear,gasoline,4,1999,240,340,200.0,8.2,8.2
163246,17850,5 speed manual transmission,5,"2-doors, van",3,front,diesel,4,1560,95,210,145.0,15.9,5.5
105951,24990,6 speed manual transmission,6,"2-doors, pick-up",2,front+rear,diesel,4,2442,154,380,169.0,NaN,6.7
164328,32200,6 speed manual transmission,6,"4-doors, pick-up",5,rear,diesel,6,2967,163,450,184.0,9.0,7.8
164341,26800,6 speed manual transmission,6,"4-doors, pick-up",2,rear,diesel,6,2967,163,450,184.0,9.0,7.8
159552,18990,6 speed manual transmission,6,"4-doors, pick-up",2,rear,diesel,4,2157,178,400,174.0,NaN,6.9
165146,23500,6 speed manual transmission,6,"4-doors, van",2,front,diesel,4,1968,102,300,143.0,NaN,7.4
9118,17950,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1598,115,157,176.0,13.5,7.7
9132,25700,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1993,141,188,180.0,NaN,10.2
9136,27495,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1993,141,188,200.0,11.0,9.1
9144,23625,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1998,156,190,186.0,12.0,7.8
9149,36400,5 speed manual transmission,5,"2-doors, convertible",4,front,gasoline,4,1993,141,188,200.0,NaN,10.2
9153,42495,5 speed manual transmission,5,"2-doors, convertible",4,front,gasoline,4,1993,141,188,200.0,12.3,9.1
9158,46781,5 speed manual transmission,5,"2-doors, convertible",4,front,gasoline,6,2736,186,256,196.0,10.3,10.5
9162,22687,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1996,131,174,200.0,10.9,8.2
9166,34710,5 speed manual transmission,5,"2-doors, convertible",4,front,gasoline,4,1996,131,174,191.0,14.4,9.3
9171,42544,4 speed automatic,4,"4-doors, sedan",5,front,gasoline,6,3518,211,303,214.0,10.5,12.8
9173,34483,4 speed automatic,4,"4-doors, mpv",7,front,gasoline,6,3301,150,241,171.0,13.5,12.5
9179,20529,5 speed manual transmission,5,"4-doors, mpv",7,front,gasoline,4,2501,97,179,154.0,15.2,10.6
9182,23592,5 speed manual transmission,5,"4-doors, mpv",5,front,gasoline,4,2501,99,179,154.0,15.2,10.3
9200,29493,5 speed manual transmission,5,"5-doors, mpv",7,front,gasoline,4,2429,151,229,180.0,12.5,10.4
9212,31900,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,2429,147,226,183.0,12.4,10.1
9230,32500,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,2429,147,218,183.0,12.4,10.1
9248,25409,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,2429,151,229,180.0,12.0,10.6
9265,29230,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,2429,147,226,183.0,12.4,10.1
9280,30550,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,2429,147,218,183.0,12.4,10.1
9299,5241,4 speed manual transmission,4,"4-doors, sedan",5,front,gasoline,2,602,29,38,115.0,35.0,NaN
9302,7034,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,954,42,69,140.0,20.8,5.3
9316,9584,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1124,60,88,167.0,11.4,6.1
9328,7347,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,954,42,69,140.0,20.8,5.3
9336,10015,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1124,60,88,167.0,11.4,6.1
9347,12950,5 speed manual transmission,5,"4-doors, mpv",5,front,gasoline,4,1360,75,111,150.0,17.5,7.2
9358,15595,5 speed manual transmission,5,"4-doors, mpv",5,front,gasoline,4,1360,75,120,148.0,14.7,7.2
9390,19150,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1587,90,132,160.0,15.3,8.2
9404,22690,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1598,98,152,166.0,13.8,6.7
9412,9030,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,1360,62,106,155.0,15.6,6.9
9424,10664,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,1360,63,105,155.0,15.6,6.9
9447,12082,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1360,75,109,170.0,13.3,7.6
9464,14521,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1580,94,135,170.0,11.7,7.4
9467,14373,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1580,75,123,161.0,14.8,8.1
9479,16754,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1580,88,128,170.0,11.9,7.9
9485,39790,6 speed manual transmission,6,"5-doors, suv/crossover",5,front+rear,gasoline,4,2360,170,232,190.0,9.6,8.8
9494,28990,traploze automatic,t,"5-doors, hatchback",4,rear,n/a,NaN,NaN,64,180,130.0,15.9,NaN
9495,8290,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,68,93,157.0,13.7,4.6
9497,8590,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,68,93,157.0,13.7,4.5
9504,9790,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,68,93,157.0,13.7,4.3
9508,8640,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,998,68,93,157.0,13.7,4.6
9512,8890,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,998,68,93,157.0,13.7,4.5
9522,10090,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,998,68,93,157.0,13.7,4.3
9528,11800,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1124,61,94,158.0,14.4,5.8
9555,10990,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1124,61,94,158.0,14.4,5.8
9563,12990,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1124,61,94,157.0,16.6,6.0
9593,10990,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1124,61,94,157.0,15.9,6.0
9628,13290,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1124,61,95,155.0,18.1,5.9
9668,20890,5 speed manual transmission,5,"2-doors, convertible",4,front,gasoline,4,1360,75,118,160.0,13.9,6.8
48651,136510,5 speed automatic,5,"5-doors, suv/crossover",NaN,front+rear,gasoline,8,4664,288,445,200.0,9.2,14.4
79195,36910,traploze automatic,t,"5-doors, hatchback",5,front,gasoline,4,1798,122,163,180.0,11.8,1.2
79196,31980,traploze automatic,t,"5-doors, mpv",7,front,gasoline,4,1798,136,207,165.0,11.3,4.1
79201,41085,5 speed manual transmission,5,"4-doors, bus",9,front,diesel,4,1560,95,210,145.0,15.9,5.5
79228,25636,5 speed manual transmission,5,"3-doors, coup&eacute;",5,rear,gasoline,6,2759,170,230,210.0,8.3,9.9
79230,38025,5 speed manual transmission,5,"3-doors, coup&eacute;",5,rear,gasoline,6,2954,204,254,220.0,8.2,10.1
79234,84836,5 speed manual transmission,5,"3-doors, coup&eacute;",5,rear,gasoline,6,2997,330,441,250.0,5.1,11.0
79236,7530,4 speed manual transmission,4,"2-doors, hatchback",5,front,gasoline,4,1296,65,98,150.0,13.5,7.3
79237,7712,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,1295,65,98,150.0,13.5,7.3
79240,7419,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1295,65,98,150.0,13.5,7.3
79241,7769,4 speed manual transmission,4,"4-doors, hatchback",5,front,gasoline,4,1296,65,98,150.0,13.5,7.3
79242,8665,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,1295,65,98,150.0,13.5,7.3
79243,6330,4 speed manual transmission,4,"2-doors, sedan",5,front,gasoline,4,1295,65,98,150.0,13.5,7.3
79245,7031,4 speed manual transmission,4,"4-doors, sedan",5,front,gasoline,4,1295,65,98,150.0,13.5,7.3
79246,14972,5 speed manual transmission,5,"5-doors, station wagon",5,front+rear,gasoline,4,1452,71,108,155.0,15.5,7.1
79247,7769,4 speed manual transmission,4,"3-doors, coup&eacute;",5,front,gasoline,4,1296,65,98,150.0,13.5,7.3
79248,13875,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,69,95,155.0,15.3,4.3
79251,15375,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,998,69,95,155.0,15.3,4.3
79267,21120,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,999,85,175,180.0,11.9,4.8
79275,36650,traploze automatic,t,"5-doors, hatchback",5,front,n/a,NaN,NaN,115,270,140.0,10.4,NaN
79276,39250,traploze automatic,t,"5-doors, hatchback",5,front,n/a,NaN,NaN,136,290,150.0,9.6,NaN
79278,19990,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1197,85,160,179.0,11.9,4.9
79395,23140,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,999,85,175,180.0,11.9,4.8
79460,23670,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1197,85,160,180.0,12.6,5.0
79544,23020,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,3,999,85,175,180.0,12.6,4.8
79606,45125,5 speed manual transmission,5,"5-doors, bus",6,front,gasoline,4,1984,115,170,163.0,17.8,10.6
79629,67919,5 speed manual transmission,5,"5-doors, bus",7,front,gasoline,4,1984,115,170,163.0,17.3,10.6
79680,76975,6 speed manual transmission,6,"5-doors, bus",7,front,gasoline,4,1984,150,280,182.0,NaN,9.2
79715,34275,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,4,1395,125,200,206.0,9.9,5.3
79792,14785,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,999,75,95,173.0,14.3,4.8
79840,11325,5 speed manual transmission,5,"3-doors, hatchback",4,front,gasoline,3,999,60,95,162.0,14.4,4.1
79841,24100,traploze automatic,t,"5-doors, hatchback",4,front,n/a,NaN,NaN,82,210,130.0,12.4,NaN
79842,25925,traploze automatic,t,"5-doors, hatchback",4,front,n/a,NaN,NaN,82,210,130.0,12.4,NaN
79843,11705,5 speed manual transmission,5,"5-doors, hatchback",4,front,gasoline,3,999,60,95,162.0,14.4,4.1
79858,8164,4 speed manual transmission,4,"5-doors, hatchback",5,rear,gasoline,4,1397,70,108,153.0,13.0,9.4
79863,8418,4 speed manual transmission,4,"5-doors, hatchback",5,rear,gasoline,4,1397,64,105,150.0,16.5,9.0
79868,6434,traploze automatic,t,"2-doors, sedan",5,rear,gasoline,4,1108,47,75,132.0,23.6,NaN
79871,67515,8 speed automatic,8,"5-doors, station wagon",5,front+rear,gasoline,4,1969,254,350,230.0,7.4,7.4
177117,53885,8 speed automatic,8,"5-doors, suv/crossover",5,front,gasoline,4,1969,190,300,205.0,7.9,7.1
79910,50750,5 speed manual transmission,5,"3-doors, hatchback",2,front,gasoline,4,1368,190,250,230.0,5.9,6.5
79911,35625,5 speed manual transmission,5,"3-doors, hatchback",4,front,gasoline,4,1368,165,230,218.0,7.3,6.0
79940,262908,8 speed automatic,8,"2-doors, convertible",4,rear,gasoline,8,3982,510,675,300.0,4.1,9.9
79941,211000,8 speed automatic,8,"2-doors, coup&eacute;",2,rear,gasoline,8,4000,510,685,314.0,3.6,10.3
80251,23900,5 speed manual transmission,5,"5-doors, hatchback",4,front,gasoline,3,999,95,175,191.0,10.8,4.6
80267,85980,7 speed automatic with double clutch,7,"5-doors, hatchback",5,front+rear,gasoline,5,2480,400,480,250.0,4.1,8.5
80268,86480,7 speed automatic with double clutch,7,"4-doors, sedan",5,front+rear,gasoline,5,2480,400,480,250.0,4.1,8.5
80269,38130,6 speed manual transmission,6,"4-doors, sedan",5,front,gasoline,4,1984,150,270,224.0,8.6,5.7
80305,40430,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,4,1984,150,270,219.0,8.9,5.7
9678,17440,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1397,95,135,178.0,13.4,6.4
9698,18990,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1360,90,133,182.0,14.2,6.4
9739,18790,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1360,90,133,182.0,14.2,6.4
9760,21060,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1397,95,135,182.0,11.9,6.1
9785,18990,5 speed manual transmission,5,"3-doors, coup&eacute;",5,front,gasoline,4,1360,90,133,182.0,14.2,6.4
9821,18790,5 speed manual transmission,5,"3-doors, coup&eacute;",5,front,gasoline,4,1360,90,133,182.0,14.2,6.4
9838,22990,5 speed manual transmission,5,"5-doors, suv/crossover",5,front,gasoline,4,1590,117,154,183.0,11.3,5.9
9846,23690,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1598,120,160,186.0,13.3,7.4
9895,28240,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1598,120,160,186.0,12.1,6.9
9917,25690,5 speed manual transmission,5,"5-doors, mpv",7,front,gasoline,4,1598,120,160,186.0,13.3,7.4
9966,29370,5 speed manual transmission,5,"5-doors, mpv",NaN,front,gasoline,4,1598,120,160,186.0,12.3,6.9
9988,23770,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1749,117,160,196.0,11.1,7.7
