Id,Price (EUR),Transmission,Number of Gears,Body Type,Number of seats,Drive wheel,Fuel Type,Number of Cylinders,Volume of engine,Power,Max Torque,Top Speed,Acceleration to 100km/h,Combined consumption l/100km
28240,12030,5 speed manual transmission,5,"3-doors, coup&eacute;",5,front,gasoline,4,1597,84,132,175.0,11.7,7.1
28245,29051,5 speed manual transmission,5,"3-doors, suv/crossover",5,front+rear,gasoline,4,2389,103,177,155.0,NaN,12.7
28248,31995,5 speed manual transmission,5,"3-doors, suv/crossover",5,front+rear,diesel,4,2664,125,278,155.0,15.7,9.8
28258,38254,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,6,2960,148,239,170.0,NaN,13.4
28261,36745,5 speed manual transmission,5,"5-doors, suv/crossover",7,front+rear,diesel,4,2664,125,278,155.0,16.7,9.9
28271,28990,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,4,1998,140,192,177.0,11.3,9.3
28286,27265,5 speed manual transmission,5,"5-doors, suv/crossover",5,front,gasoline,4,1998,140,192,177.0,10.3,9.1
28313,29045,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,4,1997,141,196,184.0,11.1,8.7
28333,44220,6 speed manual transmission,6,"5-doors, suv/crossover",5,front+rear,diesel,4,1995,150,320,188.0,11.2,6.4
28337,9295,5 speed manual transmission,5,"5-doors, mpv",4,front,gasoline,3,973,58,85,142.0,18.0,6.3
28346,10250,5 speed manual transmission,5,"5-doors, mpv",4,front,gasoline,3,973,60,88,145.0,17.7,5.8
28373,11220,5 speed manual transmission,5,"5-doors, mpv",4,front,gasoline,3,996,65,90,160.0,14.7,5.0
28387,34900,traploze automatic,t,"5-doors, hatchback",4,front,gasoline / bio ethanol,4,1398,150,370,161.0,9.0,1.2
28388,34995,5 speed manual transmission,5,"5-doors, suv/crossover",5,front,gasoline,4,2405,140,220,180.0,11.6,9.3
28401,37195,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,4,2384,167,217,190.0,10.5,8.8
28408,13137,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1389,60,103,160.0,16.0,6.8
28441,13137,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1389,60,103,160.0,16.0,7.7
28492,14995,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1199,65,110,165.0,16.0,6.2
28600,26745,6 speed manual transmission,6,"3-doors, hatchback",5,front,gasoline,4,1364,120,200,192.0,10.9,5.9
28617,14044,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1389,60,103,160.0,16.0,6.8
28665,13818,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1389,60,103,160.0,16.0,7.7
28759,15595,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1199,65,110,165.0,16.0,6.2
28885,18845,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1364,90,125,178.0,13.7,6.3
28981,19360,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1364,90,125,178.0,13.7,6.1
29026,19295,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1398,87,130,169.0,14.7,5.5
29126,19695,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1398,87,130,168.0,15.1,5.5
29160,14317,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1389,60,103,160.0,16.0,6.8
29205,14044,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1389,60,103,160.0,16.0,7.7
29284,16087,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1598,75,128,170.0,14.5,7.2
58817,19495,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1398,100,130,183.0,14.2,5.5
29398,20095,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1398,100,130,175.0,14.5,5.9
58824,19945,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1398,100,130,175.0,14.5,5.7
29517,14952,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1389,60,103,155.0,17.0,7.1
29569,14498,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1389,60,103,155.0,17.0,7.8
29666,17685,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1199,65,110,160.0,16.5,6.2
29791,18745,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1364,90,125,178.0,14.1,6.5
29877,19910,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1364,90,125,178.0,14.1,6.1
29929,22213,5 speed manual transmission,5,"2-doors, coup&eacute;",4,front,gasoline,4,1796,115,170,206.0,9.9,7.7
29935,20845,5 speed manual transmission,5,"3-doors, coup&eacute;",5,front,gasoline,4,1364,90,125,180.0,13.6,6.3
30001,21260,5 speed manual transmission,5,"3-doors, coup&eacute;",5,front,gasoline,4,1364,90,125,180.0,13.6,6.1
30053,22462,5 speed manual transmission,5,"2-doors, convertible",5,front,gasoline,4,1389,82,113,175.0,13.5,7.6
30057,20304,5 speed manual transmission,5,"2-doors, convertible",5,front,gasoline,4,1598,71,128,170.0,14.5,6.4
30064,27495,5 speed manual transmission,5,"2-doors, convertible",4,front,gasoline,4,1598,100,150,190.0,13.0,7.1
30071,28995,5 speed manual transmission,5,"2-doors, convertible",4,front,gasoline,4,1598,105,150,186.0,14.1,7.0
30082,30300,5 speed manual transmission,5,"2-doors, convertible",4,front,gasoline,4,1598,115,155,186.0,14.1,7.0
30097,24799,5 speed manual transmission,5,"3-doors, coup&eacute;",5,front,gasoline,4,1998,116,170,205.0,10.0,8.2
30116,25120,5 speed manual transmission,5,"5-doors, mpv",5,front,gasoline,4,1364,95,127,161.0,15.4,7.2
76050,9936,4 speed manual transmission,4,"5-doors, hatchback",0,front,gasoline,4,1602,80,127,160.0,12.3,7.9
17423,7595,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1086,66,98,151.0,15.6,5.0
76052,11211,5 speed manual transmission,5,"5-doors, hatchback",4,front,gasoline,3,998,67,95,150.0,15.7,4.7
76058,21797,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,3,998,120,171,187.0,11.1,5.2
76073,30035,6 speed manual transmission,6,"4-doors, sedan",5,front,gasoline,4,1591,135,164,197.0,11.5,6.1
76074,24832,6 speed automatic with double clutch,6,"5-doors, hatchback",5,front,gasoline,4,1580,141,265,185.0,10.8,3.6
76080,56026,6 speed manual transmission,6,"5-doors, suv/crossover",NaN,front,diesel,4,2199,197,436,203.0,8.7,5.9
76086,22687,5 speed manual transmission,5,"5-doors, mpv",7,rear,gasoline,4,2351,112,181,155.0,20.6,12.5
76093,9981,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1597,75,120,160.0,NaN,8.6
76099,27045,6 speed automatic with double clutch,6,"5-doors, suv/crossover",5,front,gasoline,4,1580,141,265,162.0,11.5,3.7
81452,41870,7 speed automatic with double clutch,7,"5-doors, station wagon",5,front,gasoline,4,1999,205,375,192.0,9.7,1.4
76116,12715,5 speed manual transmission,5,"5-doors, hatchback",4,front,gasoline,3,998,67,96,161.0,14.5,4.4
76126,14925,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,998,100,172,188.0,10.7,4.1
76137,19490,5 speed manual transmission,5,"4-doors, sedan",0,front,gasoline,4,2484,140,208,195.0,10.5,12.3
76141,25012,5 speed manual transmission,5,"2-doors, coup&eacute;",0,front,gasoline,4,2484,140,208,195.0,10.5,11.9
76143,14090,5 speed manual transmission,5,"3-doors, coup&eacute;",0,front,gasoline,4,1585,100,134,172.0,11.6,9.0
76145,16617,5 speed manual transmission,5,"3-doors, coup&eacute;",5,front,gasoline,4,1995,122,175,185.0,10.2,8.9
76149,18328,5 speed manual transmission,5,"2-doors, coup&eacute;",0,front,gasoline,4,1995,120,171,195.0,9.3,10.3
76150,12592,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1301,78,105,163.0,14.3,7.6
76159,15147,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,1995,115,176,180.0,10.4,9.9
81676,102195,8 speed automatic,8,"5-doors, suv/crossover",NaN,front+rear,gasoline,4,1997,300,400,201.0,7.7,9.5
76175,21900,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,4,1496,100,150,182.0,10.6,5.1
76199,24900,6 speed manual transmission,6,"4-doors, sedan",5,front,gasoline,4,1496,100,150,185.0,10.7,5.0
76216,13067,5 speed manual transmission,5,"4-doors, sedan",0,rear,gasoline,4,1970,90,154,170.0,13.8,8.8
76220,14741,4 speed manual transmission,4,"4-doors, sedan",5,rear,gasoline,4,1998,102,156,173.0,11.4,9.2
76224,20079,5 speed manual transmission,5,"4-doors, sedan",5,front,gasoline,4,2184,116,181,180.0,11.3,9.5
76233,16334,5 speed manual transmission,5,"4-doors, sedan",0,rear,gasoline,4,1970,90,154,170.0,13.8,9.0
76235,10798,5 speed manual transmission,5,"4-doors, sedan",0,rear,gasoline,4,1970,90,154,165.0,14.1,9.4
76239,11342,4 speed manual transmission,4,"4-doors, sedan",0,rear,gasoline,4,1970,90,154,NaN,NaN,9.8
76241,12794,5 speed manual transmission,5,"5-doors, station wagon",0,rear,gasoline,4,1970,90,154,155.0,NaN,9.8
76245,14972,5 speed manual transmission,5,"5-doors, station wagon",5,rear,gasoline,4,1970,90,154,165.0,NaN,9.3
76247,19283,5 speed manual transmission,5,"2-doors, coup&eacute;",5,rear,gasoline,4,1998,120,169,192.0,9.9,9.4
76248,31050,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,4,1998,165,210,201.0,10.4,6.4
76272,34800,6 speed manual transmission,6,"2-doors, convertible",2,rear,gasoline,4,1496,131,150,204.0,8.6,6.0
76277,157506,7 speed automatic,7,"2-doors, coup&eacute;",2,rear,gasoline,8,3982,462,600,304.0,4.0,9.3
76282,202177,7 speed automatic,7,"2-doors, convertible",2,rear,gasoline,8,3982,476,630,302.0,4.0,11.5
76284,30169,6 speed manual transmission,6,"5-doors, mpv",5,front,gasoline,4,1595,102,180,190.0,10.7,5.5
76363,41624,traploze automatic,t,"5-doors, mpv",5,front,n/a,NaN,NaN,180,340,160.0,7.9,NaN
76368,37079,6 speed manual transmission,6,"4-doors, sedan",5,rear,gasoline,4,1595,129,210,216.0,9.6,5.2
76481,39468,6 speed manual transmission,6,"5-doors, station wagon",5,rear,gasoline,4,1595,129,210,210.0,9.9,5.4
76583,41350,6 speed manual transmission,6,"2-doors, coup&eacute;",5,rear,gasoline,4,1595,156,250,225.0,8.5,5.3
76599,50659,6 speed manual transmission,6,"2-doors, convertible",4,rear,gasoline,4,1595,156,250,222.0,8.9,6.0
76610,33143,5 speed manual transmission,5,"5-doors, mpv",5,rear,diesel,4,1461,75,180,150.0,16.3,4.3
76621,34295,6 speed manual transmission,6,"4-doors, sedan",5,front,gasoline,4,1595,122,200,190.0,9.9,5.0
76711,33879,6 speed manual transmission,6,"4-doors, sedan",5,front,gasoline,4,1595,122,200,190.0,9.0,5.0
76741,36395,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,4,1595,122,200,210.0,9.4,5.5
76801,36013,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,4,1595,122,200,210.0,9.1,5.5
76830,56246,5 speed manual transmission,5,"2-doors, convertible",4,rear,gasoline,4,1998,136,190,204.0,12.2,9.4
129028,31310,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,3,1499,102,190,185.0,12.0,5.6
111450,72863,traploze automatic,t,"5-doors, bus",8,front,diesel,3,NaN,126,385,NaN,NaN,3.1
112033,61308,traploze automatic,t,"4-doors, bus",3,front,gasoline,3,NaN,126,NaN,120.0,NaN,3.1
129885,24490,6 speed manual transmission,6,"2-doors, pick-up",2,front+rear,diesel,4,2442,154,380,169.0,NaN,6.4
129890,25990,6 speed manual transmission,6,"2-doors, pick-up",2,front+rear,diesel,4,2268,150,400,174.0,12.4,7.5
70761,60582,6 speed manual transmission,6,"4-doors, pick-up",5,front+rear,diesel,4,2442,154,380,169.0,NaN,6.4
129892,31490,6 speed manual transmission,6,"4-doors, pick-up",5,front+rear,diesel,4,2268,150,400,174.0,12.4,7.6
167846,89832,6 speed manual transmission,6,"5-doors, bus",7,front,diesel,4,1968,150,340,182.0,NaN,6.6
119929,185645,0 speed automatic,0,"2-doors, coup&eacute;",4,rear,gasoline,8,4969,464,530,270.0,4.6,NaN
126440,72588,traploze automatic,t,"5-doors, bus",NaN,front,n/a,NaN,NaN,204,362,160.0,NaN,NaN
113639,24097,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,3,998,120,172,196.0,11.2,NaN
113747,32197,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,4,1482,160,253,210.0,8.6,NaN
113755,27697,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,3,998,120,172,196.0,11.4,NaN
145589,166223,8 speed automatic with double clutch,8,"2-doors, coup&eacute;",4,front+rear,gasoline,6,2981,385,450,289.0,4.4,9.8
111697,73200,6 speed manual transmission,6,"4-doors, bus",NaN,front,diesel,4,2000,130,385,NaN,NaN,NaN
126492,53990,traploze automatic,t,"4-doors, van",NaN,front,n/a,NaN,NaN,116,295,100.0,NaN,NaN
130411,124950,8 speed automatic,8,"2-doors, convertible",4,rear,gasoline,6,2998,340,500,267.0,4.2,7.4
149446,22690,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,4,1330,116,220,192.0,10.6,NaN
150059,23690,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,4,1330,116,220,195.0,11.0,NaN
99464,66048,traploze automatic,t,"5-doors, suv/crossover",5,rear,n/a,NaN,NaN,286,400,180.0,6.8,NaN
145000,28300,traploze automatic,t,"4-doors, van",NaN,front,n/a,NaN,NaN,136,260,NaN,NaN,NaN
151308,19850,traploze automatic,t,"5-doors, hatchback",4,rear,n/a,NaN,NaN,82,160,135.0,12.6,NaN
97382,51266,8 speed automatic,8,"2-doors, coup&eacute;",4,rear,gasoline,4,1998,184,300,240.0,7.5,5.3
125308,58787,9 speed automatic,9,"4-doors, sedan",5,rear,gasoline,4,1991,197,320,240.0,7.5,NaN
126139,72672,9 speed automatic,9,"5-doors, station wagon",5,front+rear,gasoline,4,1991,197,320,225.0,8.1,NaN
126132,65788,9 speed automatic,9,"2-doors, convertible",5,rear,gasoline,4,1991,197,320,234.0,7.9,NaN
126405,58870,9 speed automatic,9,"2-doors, coup&eacute;",5,rear,gasoline,4,1991,197,320,237.0,7.6,NaN
126412,62801,9 speed automatic,9,"5-doors, station wagon",5,rear,gasoline,4,1991,197,320,231.0,7.8,NaN
154238,28115,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,3,999,110,200,180.0,11.4,NaN
164384,47890,7 speed automatic with double clutch,7,"5-doors, hatchback",4,front,gasoline,4,1984,190,320,237.0,7.9,NaN
164386,48430,7 speed automatic with double clutch,7,"5-doors, hatchback",4,front,gasoline,4,1984,190,320,233.0,7.8,NaN
167342,36880,traploze automatic,t,"5-doors, hatchback",5,rear,n/a,NaN,NaN,204,310,160.0,7.3,NaN
145794,128363,8 speed automatic with double clutch,8,"5-doors, hatchback",4,rear,gasoline,6,2894,330,450,270.0,5.6,NaN
145802,139463,8 speed automatic with double clutch,8,"5-doors, station wagon",4,front+rear,gasoline,6,2894,330,450,263.0,5.3,NaN
101540,26050,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,3,1199,130,230,200.0,9.9,NaN
102212,37350,traploze automatic,t,"5-doors, hatchback",5,front,n/a,NaN,NaN,136,260,150.0,9.7,NaN
93160,63160,7 speed automatic with double clutch,7,"4-doors, sedan",5,front+rear,gasoline,4,1984,310,400,250.0,4.8,7.3
93158,62870,7 speed automatic with double clutch,7,"5-doors, hatchback",5,front+rear,gasoline,4,1984,310,400,250.0,4.8,7.4
117090,13915,5 speed manual transmission,5,"5-doors, hatchback",4,front,gasoline,3,998,67,96,161.0,14.6,NaN
117270,19173,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,3,998,100,172,188.0,10.4,NaN
117676,20673,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,3,998,100,172,183.0,10.7,NaN
170671,35690,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,4,1495,130,220,195.0,NaN,NaN
117386,44965,6 speed automatic,6,"5-doors, suv/crossover",5,front,gasoline,4,1598,230,350,193.0,8.6,NaN
160403,63900,traploze automatic,t,"5-doors, suv/crossover",5,front+rear,gasoline,4,2487,306,270,180.0,6.0,NaN
93664,277260,8 speed automatic with double clutch,8,"2-doors, convertible",4,front+rear,gasoline,8,3996,550,770,318.0,4.1,NaN
93670,294461,8 speed automatic,8,"4-doors, sedan",5,front+rear,gasoline,12,5950,635,900,333.0,3.8,13.3
114950,82545,8 speed automatic,8,"5-doors, suv/crossover",5,front+rear,gasoline,4,1997,249,365,217.0,7.3,7.7
119735,85533,8 speed automatic,8,"5-doors, suv/crossover",NaN,front+rear,gasoline,4,1997,250,365,217.0,7.5,NaN
75552,0,7 speed automatic with double clutch,7,"2-doors, coup&eacute;",2,rear,gasoline,12,6262,963,900,350.0,3.0,14.0
75553,0,5 speed manual transmission,5,"2-doors, coup&eacute;",4,rear,gasoline,8,3405,300,310,255.0,6.3,14.3
75554,0,5 speed manual transmission,5,"2-doors, convertible",4,rear,gasoline,8,3405,300,310,255.0,6.3,14.3
67149,22485,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,4,1598,110,152,180.0,11.5,6.0
75555,12359,4 speed manual transmission,4,"4-doors, sedan",4,front,gasoline,4,1995,112,167,170.0,11.6,10.2
75558,13523,5 speed manual transmission,5,"4-doors, sedan",5,rear,gasoline,4,1585,98,133,165.0,12.7,9.2
75565,60872,6 speed manual transmission,6,"4-doors, pick-up",4,front+rear,diesel,4,2442,154,380,169.0,NaN,6.7
75568,10886,4 speed manual transmission,4,"4-doors, sedan",5,front,gasoline,4,1301,65,100,155.0,13.5,7.1
75580,11975,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1301,65,100,155.0,13.5,7.0
75584,6707,4 speed manual transmission,4,"3-doors, hatchback",4,front,gasoline,4,1116,60,82,145.0,17.1,8.7
75591,7873,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,1116,55,85,145.0,15.9,7.4
75597,7437,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,1116,58,87,150.0,15.9,7.0
75602,7056,4 speed manual transmission,4,"5-doors, hatchback",4,front,gasoline,4,1116,60,82,145.0,17.1,8.7
75609,8281,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,1116,55,85,145.0,15.9,7.4
75614,7846,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,1116,58,87,150.0,15.9,7.0
75623,46859,6 speed manual transmission,6,"4-doors, bus",9,front,diesel,4,1598,95,260,153.0,NaN,6.0
75629,19185,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,4,1368,95,127,185.0,12.1,5.7
75644,19685,6 speed manual transmission,6,"4-doors, sedan",5,front,gasoline,4,1368,95,127,185.0,11.5,5.7
75647,20185,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,4,1368,95,127,185.0,12.1,5.7
75662,9979,5 speed manual transmission,5,"2-doors, coup&eacute;",2,front,gasoline,4,1498,85,118,174.0,12.5,8.1
75663,16115,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,1084,70,110,160.0,14.9,4.4
75669,13815,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,999,65,105,155.0,16.8,4.3
75701,16385,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,3,1084,70,110,160.0,14.9,4.4
75707,22570,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,3,998,100,170,185.0,12.7,4.8
75736,10784,4 speed manual transmission,4,"4-doors, sedan",5,rear,gasoline,4,1993,101,153,165.0,12.4,10.2
75754,11293,4 speed manual transmission,4,"4-doors, sedan",5,front,gasoline,4,1993,101,153,168.0,12.6,9.9
75778,11971,4 speed manual transmission,4,"5-doors, station wagon",5,rear,gasoline,4,1993,101,153,165.0,12.4,10.2
75791,12703,4 speed manual transmission,4,"5-doors, station wagon",5,front,gasoline,4,1993,101,153,162.0,13.2,10.0
75812,13125,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1196,70,105,159.0,15.3,5.0
75814,30095,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,4,1498,120,240,180.0,12.5,6.2
75833,27676,5 speed manual transmission,5,"3-doors, suv/crossover",5,front+rear,gasoline,4,2389,124,197,160.0,13.2,11.1
75839,25407,5 speed manual transmission,5,"3-doors, suv/crossover",5,front+rear,gasoline,4,2389,116,191,160.0,13.7,11.9
75841,30989,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,4,2389,124,197,160.0,14.0,11.4
75847,29945,5 speed manual transmission,5,"5-doors, suv/crossover",5,front+rear,gasoline,4,2389,118,191,160.0,14.3,12.3
75849,31925,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,3,998,125,170,195.0,12.1,5.2
75880,20416,5 speed manual transmission,5,"3-doors, coup&eacute;",5,front,gasoline,4,1991,116,170,204.0,10.6,7.8
75882,9305,4 speed manual transmission,4,"2-doors, sedan",5,rear,gasoline,4,1294,59,92,142.0,17.7,9.0
75904,9724,4 speed manual transmission,4,"4-doors, sedan",5,rear,gasoline,4,1294,59,92,142.0,17.7,9.0
75926,10763,4 speed manual transmission,4,"5-doors, station wagon",5,rear,gasoline,4,1294,59,92,138.0,19.2,9.0
75939,55278,6 speed manual transmission,6,"4-doors, bus",9,front,diesel,4,2198,100,310,NaN,NaN,7.2
75956,24726,5 speed manual transmission,5,"5-doors, station wagon",5,front,gasoline,4,1997,136,184,192.0,10.8,9.0
75958,21700,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,4,1339,100,127,187.0,13.0,5.4
75989,25045,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,3,988,129,200,203.0,10.4,4.8
76005,25890,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,4,1798,142,174,210.0,9.2,6.2
76024,30580,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,4,1798,142,174,210.0,9.2,6.2
62692,24990,6 speed manual transmission,6,"3-doors, coup&eacute;",4,front,gasoline,4,1497,137,190,200.0,9.0,5.0
76045,13110,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1488,86,126,168.0,11.4,7.3
76049,30853,5 speed manual transmission,5,"2-doors, coup&eacute;",4,front,gasoline,4,1797,190,178,233.0,6.7,8.8
113524,17147,5 speed manual transmission,5,"5-doors, hatchback",5,front,gasoline,4,1197,84,118,173.0,13.1,NaN
127248,134188,9 speed automatic,9,"4-doors, sedan",5,front+rear,gasoline,6,2999,367,520,250.0,5.1,7.8
137851,25400,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,3,1199,100,205,188.0,10.6,NaN
137870,33399,traploze automatic,t,"5-doors, suv/crossover",5,front,n/a,NaN,NaN,136,260,150.0,9.0,NaN
156371,38965,traploze automatic,t,"5-doors, suv/crossover",5,rear,n/a,NaN,NaN,180,310,160.0,8.9,NaN
167347,46205,traploze automatic,t,"5-doors, suv/crossover",5,front,n/a,NaN,NaN,204,310,160.0,8.5,NaN
115552,67805,8 speed automatic,8,"4-doors, sedan",5,rear,gasoline,4,1997,250,365,250.0,6.6,NaN
115576,73805,8 speed automatic,8,"5-doors, station wagon",5,rear,gasoline,4,1997,250,365,241.0,7.1,NaN
164861,14700,6 speed manual transmission,6,"3-doors, van",2,front,diesel,4,1968,102,250,157.0,NaN,4.4
142160,35420,6 speed manual transmission,6,"5-doors, suv/crossover",5,front,gasoline,3,1199,130,230,188.0,9.5,NaN
144102,37920,6 speed manual transmission,6,"5-doors, suv/crossover",7,front,gasoline,3,1199,130,230,188.0,9.9,NaN
145005,39945,traploze automatic,t,"4-doors, van",NaN,front,n/a,NaN,NaN,136,260,NaN,NaN,NaN
145010,52295,traploze automatic,t,"4-doors, van",8,front,n/a,NaN,NaN,136,260,NaN,NaN,NaN
102560,28300,traploze automatic,t,"4-doors, van",NaN,front,n/a,NaN,NaN,136,260,NaN,NaN,NaN
102565,39945,traploze automatic,t,"4-doors, bus",9,front,n/a,NaN,NaN,136,260,NaN,NaN,NaN
102570,52295,traploze automatic,t,"4-doors, bus",8,front,n/a,NaN,NaN,136,260,NaN,NaN,NaN
136225,21100,5 speed manual transmission,5,"5-doors, suv/crossover",5,front,gasoline,3,1199,83,118,170.0,14.5,NaN
114863,56447,9 speed automatic,9,"5-doors, suv/crossover",5,front,gasoline,3,1498,160,260,197.0,10.3,NaN
92607,35410,6 speed manual transmission,6,"5-doors, suv/crossover",4,front,gasoline,4,1498,150,250,218.0,8.6,5.1
103503,61465,7 speed automatic with double clutch,7,"5-doors, hatchback",5,front+rear,gasoline,4,1984,310,400,250.0,4.9,7.7
103508,40045,6 speed automatic with double clutch,6,"5-doors, hatchback",5,front,gasoline,4,1395,245,400,225.0,6.7,1.6
103504,41545,6 speed automatic with double clutch,6,"5-doors, hatchback",5,front,gasoline,4,1395,245,400,225.0,7.0,1.6
104997,23900,traploze automatic,t,"3-doors, hatchback",4,front,n/a,NaN,NaN,95,220,135.0,9.5,NaN
105003,30600,traploze automatic,t,"2-doors, convertible",4,front,n/a,NaN,NaN,118,220,150.0,9.0,NaN
150994,31630,6 speed manual transmission,6,"4-doors, sedan",5,front,gasoline,4,1333,140,260,207.0,10.2,NaN
151002,32830,6 speed manual transmission,6,"5-doors, station wagon",5,front,gasoline,4,1333,140,260,201.0,10.4,NaN
161245,48980,traploze automatic,t,"4-doors, sedan",5,rear,n/a,NaN,NaN,325,420,225.0,5.6,NaN
167102,27760,6 speed manual transmission,6,"5-doors, hatchback",5,front,gasoline,3,999,110,200,202.0,10.5,NaN
84688,39083,traploze automatic,t,"5-doors, suv/crossover",5,front,n/a,NaN,NaN,204,310,150.0,7.5,NaN
30147,7118,4 speed manual transmission,4,"2-doors, hatchback",5,front,gasoline,4,993,45,68,140.0,19.5,6.2
30156,6849,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,993,45,68,140.0,19.5,6.2
30166,7935,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,993,45,68,143.0,19.5,6.2
30202,9915,4 speed manual transmission,4,"3-doors, hatchback",5,front,gasoline,4,1196,45,88,143.0,18.0,6.8
30222,10732,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,4,1196,45,88,145.0,20.0,5.9
30261,10208,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,973,55,82,150.0,18.0,5.7
30305,11775,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,973,58,85,155.0,17.0,5.6
30335,10995,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,60,88,156.0,16.0,5.3
30425,12970,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,60,88,150.0,18.2,5.6
30464,12195,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,65,90,155.0,18.2,5.0
30491,13795,5 speed manual transmission,5,"3-doors, hatchback",5,front,gasoline,3,998,65,90,155.0,18.2,5.1
30549,8332,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,993,45,68,143.0,19.5,6.2
30577,10823,4 speed manual transmission,4,"5-doors, hatchback",5,front,gasoline,4,1196,45,88,143.0,18.0,6.8
